time_s,north_m,east_m,down_m,v_north_mps,v_east_mps,v_down_mps,q1,q2,q3,q4,p_rad_s,q_rad_s,r_rad_s,temp_c
31.2,-661.0001,810.1191,-13608.43,-39.16023,51.21308,-688.1942,0.6761082,-0.134095,0.701209,0.1822144,-0.1206259,-0.003800017,0.006219662,-56.50001
31.4,-668.822,820.3536,-13745.71,-39.05688,51.13633,-684.6555,0.6745287,-0.1417287,0.6988595,0.1911004,-0.1206515,-0.001542314,0.005991749,-56.50001
31.6,-676.6228,830.5752,-13882.29,-38.95189,51.08157,-681.0878,0.6726589,-0.1495438,0.6965652,0.1999092,-0.1217739,0.001658105,0.004069144,-56.50001
31.8,-684.4036,840.7866,-14018.15,-38.86005,51.03243,-677.5651,0.670522,-0.157574,0.6943321,0.2085032,-0.1209219,0.004268584,0.001553719,-56.50001
32,-692.1682,850.9874,-14153.32,-38.78931,50.97284,-674.1486,0.668236,-0.1656726,0.6921152,0.2167712,-0.1192914,0.005114746,-0.0004147282,-56.50001
32.2,-699.9205,861.1742,-14287.82,-38.73498,50.8904,-670.8069,0.665911,-0.1737855,0.6897779,0.2248727,-0.1187857,0.003840505,-0.001016459,-56.50001
32.4,-707.6624,871.3419,-14421.64,-38.68351,50.78301,-667.4565,0.6636319,-0.1818069,0.687211,0.2329805,-0.1197533,0.001172359,-0.0001316016,-56.50001
32.6,-715.3936,881.4867,-14554.8,-38.62681,50.66525,-664.1201,0.6613939,-0.1897394,0.6843461,0.2413036,-0.1212644,-0.001674404,0.001658015,-56.50001
32.8,-723.1126,891.6086,-14687.3,-38.56266,50.55666,-660.8521,0.6591662,-0.1975084,0.6812353,0.2498176,-0.1212246,-0.003586778,0.003489667,-56.50001
33,-730.8184,901.7111,-14819.15,-38.49444,50.4723,-657.6838,0.6568968,-0.2050823,0.6779902,0.2583739,-0.1205196,-0.003944976,0.004445046,-56.50001
33.2,-738.51,911.799,-14950.37,-38.42086,50.41022,-654.5305,0.6544988,-0.2125865,0.6746958,0.266878,-0.1205497,-0.002696204,0.004224665,-56.50001
33.4,-746.1865,921.876,-15080.96,-38.34494,50.36168,-651.3558,0.6518909,-0.2201937,0.6713895,0.2752983,-0.1214026,-0.000500696,0.003109636,-56.50001
33.6,-753.8483,931.944,-15210.91,-38.27301,50.3179,-648.2006,0.6490526,-0.2279706,0.668084,0.2835909,-0.121951,0.00176844,0.0016557,-56.50001
33.8,-761.4963,942.0029,-15340.24,-38.20946,50.27015,-645.1055,0.6460213,-0.2358735,0.6647708,0.2917189,-0.1216913,0.003316305,0.0004305708,-56.50001
34,-769.1327,952.0513,-15468.96,-38.15613,50.21186,-642.0909,0.6428742,-0.2437912,0.661415,0.2996812,-0.1210805,0.003560211,-0.0001648219,-56.50001
34.2,-776.7591,962.0866,-15597.08,-38.10744,50.13749,-639.0975,0.6396796,-0.2516439,0.6579415,0.3075686,-0.1208831,0.002464759,6.948566e-05,-56.50001
34.4,-784.3751,972.1052,-15724.6,-38.05106,50.04668,-636.0882,0.6364547,-0.2593769,0.6542898,0.3155215,-0.1211964,0.0007452423,0.001569427,-56.50001
34.6,-791.9789,982.1049,-15851.52,-37.9861,49.94965,-633.0819,0.6331992,-0.2668649,0.650493,0.323575,-0.1201708,-0.0009625644,0.003864489,-56.50001
34.8,-799.5693,992.0855,-15977.83,-37.91739,49.8592,-630.1116,0.6299104,-0.2740237,0.6466165,0.3316791,-0.1185755,-0.002157695,0.006154522,-56.50001
35,-807.1461,1002.05,-16103.57,-37.85072,49.78513,-627.2035,0.6265525,-0.280909,0.6426956,0.3398005,-0.117915,-0.002495039,0.007738412,-56.50001
35.2,-814.71,1012.001,-16228.72,-37.78959,49.72975,-624.3427,0.6230723,-0.287674,0.6387328,0.3479151,-0.1175786,-0.001904852,0.008169952,-56.50001
35.4,-822.2622,1021.942,-16353.3,-37.73369,49.68705,-621.4749,0.6194516,-0.2944409,0.6347363,0.3559412,-0.1179002,-0.0006577766,0.007439461,-56.50001
35.6,-829.8038,1031.876,-16477.31,-37.68335,49.65055,-618.6019,0.6156967,-0.3012917,0.6307025,0.3638066,-0.1174944,0.0008067992,0.005929564,-56.50001
35.8,-837.3359,1041.803,-16600.74,-37.63828,49.61406,-615.7475,0.6118561,-0.3082058,0.6266468,0.3714232,-0.1162847,0.002042011,0.004157109,-56.50001
36,-844.8594,1051.721,-16723.61,-37.59715,49.57242,-612.9357,0.6079765,-0.3151375,0.6225629,0.3787722,-0.114983,0.002680529,0.002624162,-56.50001
36.2,-852.3749,1061.631,-16845.92,-37.55741,49.52221,-610.1758,0.6040727,-0.3220658,0.618402,0.3859387,-0.1148214,0.002511445,0.001729693,-56.50001
36.4,-859.8821,1071.53,-16967.68,-37.51472,49.4613,-607.442,0.6001491,-0.3289475,0.6141177,0.393032,-0.1145028,0.001572653,0.001685703,-56.50001
36.6,-867.3803,1081.415,-17088.9,-37.46541,49.39104,-604.7067,0.5962005,-0.3357251,0.609686,0.4001457,-0.1150569,0.0001676807,0.002462171,-56.50001
36.8,-874.8679,1091.286,-17209.57,-37.40903,49.31717,-601.975,0.5922057,-0.3423526,0.6051108,0.4073426,-0.1150081,-0.001279664,0.003857664,-56.50001
37,-882.3437,1101.142,-17329.69,-37.3488,49.24624,-599.262,0.5881673,-0.3487583,0.6004497,0.4145927,-0.1141375,-0.002446168,0.00547275,-56.50001
37.2,-889.8074,1110.985,-17449.27,-37.28881,49.18371,-596.5816,0.5840779,-0.3549277,0.5957519,0.4218519,-0.1131757,-0.00308771,0.006909212,-56.50001
37.4,-897.2595,1120.816,-17568.32,-37.23278,49.13247,-593.9391,0.5799007,-0.3609349,0.5910235,0.4291064,-0.1130971,-0.003083413,0.007828305,-56.50001
37.6,-904.7009,1130.638,-17686.85,-37.18212,49.09127,-591.317,0.5756142,-0.3668626,0.5862677,0.4363146,-0.1126789,-0.002482854,0.008041416,-56.50001
37.8,-912.1326,1140.453,-17804.85,-37.13645,49.0562,-588.693,0.5712138,-0.3727846,0.5814804,0.4434264,-0.1129934,-0.001492626,0.007570589,-56.50001
38,-919.556,1150.261,-17922.33,-37.10033,49.02298,-586.0602,0.5667203,-0.3787548,0.5766447,0.4503929,-0.1122534,-0.0005509451,0.006146943,-56.50001
38.2,-926.9736,1160.062,-18039.27,-37.07727,48.98648,-583.4048,0.5622551,-0.3847549,0.5717571,0.4570851,-0.1109072,-6.668342e-05,0.003565467,-56.50001
38.4,-934.3875,1169.855,-18155.69,-37.06189,48.94459,-580.7418,0.5578723,-0.3908357,0.5667404,0.463499,-0.1106103,-6.16239e-05,0.000447957,-56.50001
38.6,-941.7985,1179.64,-18271.57,-37.04879,48.89732,-578.0946,0.5535681,-0.3970516,0.5615069,0.4697046,-0.111392,-0.0004825741,-0.002624656,-56.50001
38.8,-949.2068,1189.414,-18386.93,-37.03284,48.84597,-575.4841,0.5493178,-0.4034102,0.5560066,0.4757802,-0.1126681,-0.00122962,-0.005136176,-56.50001
39,-956.6112,1199.178,-18501.77,-37.00949,48.79239,-572.9225,0.5451007,-0.4098471,0.5502571,0.4817755,-0.1131809,-0.002178005,-0.006642187,-56.50001
39.2,-964.0098,1208.931,-18616.1,-36.97488,48.73783,-570.4019,0.5409157,-0.4162238,0.544355,0.4876943,-0.112884,-0.00317698,-0.006834491,-56.50001
39.4,-971.4002,1218.673,-18729.93,-36.92649,48.68206,-567.8853,0.5366895,-0.4224755,0.5383511,0.4936162,-0.112673,-0.004054798,-0.005736986,-56.50001
39.6,-978.7797,1228.404,-18843.25,-36.86657,48.62641,-565.3561,0.5323941,-0.4285041,0.5323475,0.4995467,-0.1114274,-0.004693277,-0.003725365,-56.50001
39.8,-986.1464,1238.124,-18956.07,-36.80048,48.57356,-562.8231,0.527995,-0.434271,0.5264075,0.5054949,-0.1104589,-0.005034093,-0.001255505,-56.50001
40,-993.4999,1247.833,-19068.38,-36.73428,48.52585,-560.3015,0.5234406,-0.4398099,0.5205344,0.511489,-0.1102064,-0.005055397,0.001243439,-56.50001
40.2,-1000.841,1257.534,-19180.19,-36.67357,48.48459,-557.8052,0.5186902,-0.4451857,0.5147025,0.5175437,-0.1106429,-0.004767716,0.003384854,-56.50001
40.4,-1008.17,1267.228,-19291.51,-36.62305,48.45019,-555.3429,0.5137343,-0.4504657,0.5088807,0.5236393,-0.1111683,-0.004184841,0.004812682,-56.50001
40.6,-1015.491,1276.915,-19402.33,-36.5853,48.42143,-552.9104,0.5086294,-0.455679,0.5030762,0.5296859,-0.1106978,-0.003345502,0.005248161,-56.47266
40.8,-1022.805,1286.596,-19512.67,-36.55917,48.3944,-550.4824,0.5034273,-0.4608821,0.497259,0.5356138,-0.1108622,-0.00238425,0.00464145,-56.36233
41,-1030.115,1296.272,-19622.53,-36.54169,48.36587,-548.044,0.4981834,-0.4661188,0.491395,0.5413665,-0.1100689,-0.001445,0.003213206,-56.25248
41.2,-1037.422,1305.943,-19731.89,-36.52999,48.33438,-545.5999,0.4929817,-0.4713737,0.4854969,0.5468717,-0.1087265,-0.0006483158,0.001273563,-56.14312
41.4,-1044.727,1315.606,-19840.77,-36.52126,48.29955,-543.1602,0.4878634,-0.4766461,0.4795499,0.5521138,-0.1075268,-7.887749e-05,-0.000875839,-56.03423
41.6,-1052.03,1325.262,-19949.15,-36.51273,48.26161,-540.7353,0.4828309,-0.4819437,0.4735183,0.5571221,-0.1068963,0.0002024209,-0.00296188,-55.92585
41.8,-1059.332,1334.911,-20057.06,-36.49953,48.22362,-538.3445,0.4778552,-0.4872669,0.4673687,0.5619537,-0.1068106,0.000258385,-0.004461444,-55.81794
42,-1066.63,1344.552,-20164.5,-36.4771,48.18845,-536.0004,0.4728782,-0.4925793,0.4611159,0.5666779,-0.1068459,0.0001403367,-0.004842267,-55.7105
42.2,-1073.922,1354.186,-20271.46,-36.44207,48.15276,-533.6563,0.4678525,-0.4978053,0.4548205,0.5713512,-0.1064026,-0.0001751449,-0.004039074,-55.60354
42.4,-1081.206,1363.813,-20377.96,-36.39535,48.11508,-531.2896,0.4627563,-0.5028589,0.4485609,0.5760058,-0.1054398,-0.0006654605,-0.002348885,-55.49705
42.6,-1088.479,1373.432,-20483.98,-36.3409,48.07649,-528.9088,0.4575748,-0.5076845,0.4423885,0.580667,-0.1042307,-0.001289591,-0.0001279061,-55.39103
42.8,-1095.742,1383.043,-20589.52,-36.283,48.03824,-526.5255,0.4523009,-0.5122538,0.4363309,0.5853506,-0.102924,-0.001991971,0.002313425,-55.28548
43,-1102.993,1392.647,-20694.59,-36.22571,48.00154,-524.1511,0.4469336,-0.5165618,0.4303955,0.5900627,-0.1016644,-0.002707289,0.004716126,-55.18041
43.2,-1110.232,1402.244,-20799.18,-36.17275,47.96742,-521.7963,0.4414755,-0.5206243,0.4245722,0.5948009,-0.1005908,-0.003362252,0.00685388,-55.07581
43.4,-1117.462,1411.834,-20903.31,-36.1273,47.93659,-519.4693,0.435932,-0.5244762,0.4188345,0.5995546,-0.09982758,-0.003877534,0.008514155,-54.97169
43.6,-1124.684,1421.419,-21006.97,-36.09192,47.90929,-517.1757,0.4303114,-0.5281702,0.4131401,0.6043042,-0.09948613,-0.004175624,0.009486003,-54.86803
43.8,-1131.9,1430.998,-21110.18,-36.06762,47.88485,-514.9115,0.4246289,-0.531772,0.4074358,0.6090196,-0.09943941,-0.00419243,0.009606768,-54.76482
44,-1139.112,1440.573,-21212.94,-36.05136,47.85965,-512.6389,0.4189273,-0.5353333,0.4016905,0.6136471,-0.09903906,-0.003933702,0.008896108,-54.66207
44.2,-1146.321,1450.142,-21315.23,-36.04076,47.83273,-510.3497,0.4132675,-0.5388793,0.3959051,0.6181247,-0.0981923,-0.003453346,0.007571661,-54.55976
44.4,-1153.528,1459.706,-21417.07,-36.03427,47.80444,-508.0494,0.4076938,-0.5424278,0.3900836,0.6224088,-0.09705622,-0.002798575,0.005846743,-54.45792
44.6,-1160.735,1469.264,-21518.45,-36.03181,47.77533,-505.7372,0.4022391,-0.5459945,0.384233,0.6264652,-0.09564132,-0.001915728,0.003793619,-54.35654
44.8,-1167.941,1478.816,-21619.37,-36.03187,47.74593,-503.4203,0.3969268,-0.549594,0.3783637,0.6302669,-0.09406708,-0.0008655497,0.00159046,-54.25564
45,-1175.147,1488.362,-21719.82,-36.0327,47.71674,-501.1077,0.3917646,-0.5532343,0.3724835,0.6338046,-0.09247864,0.0002638907,-0.0005987156,-54.15517
45.2,-1182.354,1497.903,-21819.81,-36.03273,47.68821,-498.808,0.3867466,-0.556918,0.3665959,0.6370847,-0.09100454,0.001386051,-0.002640509,-54.05518
45.4,-1189.56,1507.438,-21919.35,-36.03053,47.66077,-496.5284,0.3818554,-0.5606415,0.3607004,0.6401272,-0.08974937,0.002410452,-0.004410849,-53.95565
45.6,-1196.766,1516.967,-22018.43,-36.02478,47.63482,-494.2745,0.3770631,-0.5643941,0.354794,0.642965,-0.08879077,0.003238724,-0.005781767,-53.85657
45.8,-1203.97,1526.492,-22117.06,-36.01429,47.61066,-492.05,0.3723326,-0.5681559,0.3488729,0.6456431,-0.08818639,0.003766379,-0.006620987,-53.75794
46,-1211.171,1536.012,-22215.25,-35.9981,47.58836,-489.8544,0.3676167,-0.5718989,0.3429322,0.6482185,-0.08802351,0.003895511,-0.006809657,-53.65975
46.2,-1218.369,1545.527,-22313,-35.97394,47.56565,-487.6582,0.3628672,-0.5755846,0.3369733,0.6507524,-0.08799531,0.003599956,-0.006321443,-53.562
46.4,-1225.56,1555.038,-22410.31,-35.94197,47.54146,-485.4471,0.3580643,-0.5791634,0.3310242,0.653286,-0.08774211,0.002953577,-0.005316293,-53.4647
46.6,-1232.745,1564.543,-22507.18,-35.90418,47.51622,-483.2249,0.3532015,-0.5825951,0.3251121,0.6558459,-0.08733435,0.002047473,-0.003977934,-53.36782
46.8,-1239.922,1574.044,-22603.6,-35.86269,47.49048,-480.9969,0.3482764,-0.5858536,0.3192537,0.6584498,-0.0868431,0.0009671035,-0.002459666,-53.2714
47,-1247.09,1583.54,-22699.58,-35.81941,47.4645,-478.7678,0.3432878,-0.588926,0.3134545,0.6611096,-0.08637475,-0.0002346043,-0.0008884798,-53.17542
47.2,-1254.25,1593.03,-22795.11,-35.77623,47.43873,-476.5428,0.3382346,-0.5918091,0.3077094,0.663833,-0.08599387,-0.001496524,0.0006389904,-53.07989
47.4,-1261.401,1602.515,-22890.19,-35.73491,47.41372,-474.3268,0.3331169,-0.5945081,0.3020076,0.6666219,-0.08572327,-0.002750717,0.002046277,-52.98481
47.6,-1268.544,1611.996,-22984.84,-35.69707,47.39016,-472.124,0.3279368,-0.5970348,0.2963369,0.669471,-0.08552507,-0.003913001,0.003274162,-52.89016
47.8,-1275.68,1621.471,-23079.04,-35.66411,47.36853,-469.9377,0.3227008,-0.5994064,0.2906872,0.6723669,-0.08536787,-0.004900302,0.004260452,-52.79595
48,-1282.81,1630.943,-23172.81,-35.63713,47.34905,-467.7703,0.3174186,-0.6016468,0.2850481,0.6752882,-0.08523472,-0.005630899,0.004937738,-52.70219
48.2,-1289.935,1640.411,-23266.15,-35.61668,47.33185,-465.6223,0.3121037,-0.6037864,0.2794089,0.6782064,-0.08509509,-0.00602966,0.005262886,-52.60885
48.4,-1297.057,1649.876,-23359.06,-35.60116,47.31673,-463.4877,0.3067675,-0.6058567,0.2737625,0.6810914,-0.08499309,-0.006098145,0.005332405,-52.51594
48.6,-1304.176,1659.338,-23451.55,-35.5891,47.30236,-461.3523,0.3014128,-0.6078886,0.2680997,0.6839184,-0.08501955,-0.005854757,0.005177802,-52.42345
48.8,-1311.293,1668.797,-23543.61,-35.57964,47.28808,-459.2114,0.2960355,-0.6099124,0.262405,0.6866684,-0.08521419,-0.005356334,0.004842119,-52.3314
49,-1318.408,1678.253,-23635.23,-35.57223,47.27377,-457.0664,0.290634,-0.6119503,0.2566676,0.689326,-0.08549564,-0.004667279,0.004376819,-52.23977
49.2,-1325.522,1687.706,-23726.43,-35.5663,47.2594,-454.9195,0.2852078,-0.6140178,0.2508808,0.6918797,-0.08583207,-0.003849472,0.003829948,-52.14857
49.4,-1332.634,1697.157,-23817.2,-35.56133,47.24498,-452.7728,0.2797567,-0.6161236,0.2450404,0.6943221,-0.08619741,-0.002958885,0.003243217,-52.05779
49.6,-1339.746,1706.604,-23907.54,-35.55679,47.23054,-450.6287,0.2742809,-0.6182711,0.239145,0.6966494,-0.08656624,-0.002045439,0.0026515,-51.96746
49.8,-1346.857,1716.049,-23997.45,-35.55221,47.21615,-448.4893,0.2687812,-0.6204593,0.2331955,0.6988611,-0.08691336,-0.001154404,0.002083527,-51.87755
50,-1353.967,1725.491,-24086.94,-35.54717,47.20186,-446.3564,0.2632589,-0.6226822,0.2271948,0.7009594,-0.08721436,-0.0003283794,0.001562969,-51.78806
50.2,-1361.076,1734.93,-24176,-35.54129,47.18774,-444.2315,0.2577166,-0.6249303,0.2211481,0.7029493,-0.08744597,0.0003908805,0.001109414,-51.69901
50.4,-1368.183,1744.366,-24264.63,-35.53424,47.17381,-442.116,0.2521575,-0.6271902,0.2150622,0.7048385,-0.08758562,0.000961953,0.000738834,-51.61037
50.6,-1375.29,1753.799,-24352.84,-35.52575,47.16013,-440.0106,0.2465863,-0.629445,0.2089457,0.706637,-0.08760829,0.001345012,0.0004632791,-51.52216
50.8,-1382.394,1763.23,-24440.63,-35.51559,47.14666,-437.9152,0.2410091,-0.6316743,0.2028091,0.7083576,-0.08750096,0.001504845,0.0002902763,-51.43436
51,-1389.496,1772.658,-24528.01,-35.50337,47.13314,-435.8264,0.2354266,-0.6338584,0.1966562,0.710017,-0.08744258,0.001419389,0.0002232114,-51.34699
51.2,-1396.595,1782.083,-24614.97,-35.48857,47.11905,-433.7366,0.2298356,-0.6359783,0.1904876,0.7116331,-0.08739965,0.001106424,0.0002558458,-51.26003
51.4,-1403.691,1791.506,-24701.5,-35.47137,47.10439,-431.644,0.2242272,-0.6380199,0.1842971,0.7132232,-0.08751037,0.0006071705,0.0003678984,-51.1735
51.6,-1410.783,1800.925,-24787.62,-35.45221,47.08936,-429.5495,0.2185912,-0.6399728,0.1780766,0.7148017,-0.08773443,-3.511e-05,0.000535716,-51.08738
51.8,-1417.872,1810.341,-24873.32,-35.43158,47.07415,-427.4539,0.2129204,-0.6418291,0.1718199,0.7163785,-0.08803865,-0.0007796728,0.0007373461,-51.00167
52,-1424.956,1819.755,-24958.61,-35.40999,47.05896,-425.3585,0.20721,-0.6435832,0.1655231,0.7179601,-0.08839521,-0.00159013,0.0009537546,-50.91639
52.2,-1432.036,1829.165,-25043.47,-35.38791,47.04396,-423.2642,0.2014576,-0.6452316,0.1591833,0.7195497,-0.08878196,-0.002435982,0.001171206,-50.83153
52.4,-1439.111,1838.572,-25127.91,-35.36575,47.0293,-421.172,0.195662,-0.6467722,0.1527992,0.721148,-0.08917923,-0.003290301,0.001378842,-50.74709
52.6,-1446.182,1847.977,-25211.94,-35.34396,47.01514,-419.083,0.189824,-0.6482049,0.1463708,0.7227537,-0.08956682,-0.004127845,0.001566162,-50.66306
52.8,-1453.249,1857.378,-25295.54,-35.32294,47.00158,-416.9982,0.1839459,-0.6495307,0.1398992,0.7243631,-0.08992759,-0.004925039,0.001725144,-50.57946
53,-1460.311,1866.777,-25378.74,-35.30305,46.98872,-414.9182,0.1780311,-0.6507526,0.1333866,0.725971,-0.09024756,-0.005659078,0.001849671,-50.49627
53.2,-1467.37,1876.174,-25461.51,-35.28453,46.97659,-412.8438,0.1720843,-0.6518747,0.1268361,0.7275706,-0.09051496,-0.006311078,0.001933522,-50.41349
53.4,-1474.425,1885.568,-25543.87,-35.26766,46.96523,-410.7753,0.1661109,-0.6529026,0.1202516,0.7291536,-0.09072237,-0.006859699,0.00197413,-50.33112
53.6,-1481.477,1894.96,-25625.82,-35.25263,46.95471,-408.7133,0.1601168,-0.6538435,0.1136375,0.7307104,-0.0908662,-0.007283743,0.001971726,-50.24918
53.8,-1488.526,1904.35,-25707.36,-35.23957,46.94501,-406.6574,0.1541077,-0.6547064,0.1069985,0.7322307,-0.09094548,-0.007564672,0.001928766,-50.16764
54,-1495.573,1913.738,-25788.49,-35.22853,46.93614,-404.6078,0.1480896,-0.6555011,0.1003402,0.7337027,-0.09095104,-0.007687855,0.001849708,-50.08651
54.2,-1502.618,1923.125,-25869.2,-35.21918,46.92779,-402.5609,0.1420686,-0.6562387,0.09366897,0.7351146,-0.09089586,-0.007647214,0.001741939,-50.0058
54.4,-1509.661,1932.509,-25949.51,-35.21119,46.92003,-400.511,0.1360472,-0.6569313,0.08699127,0.7364542,-0.09077479,-0.007410764,0.0016626,-49.92548
54.6,-1516.702,1941.893,-26029.41,-35.20443,46.91307,-398.4576,0.1300265,-0.657592,0.08032017,0.737709,-0.09055496,-0.00699454,0.001643457,-49.84559
54.8,-1523.743,1951.275,-26108.89,-35.19867,46.90681,-396.4014,0.1240079,-0.6582307,0.07366911,0.7388688,-0.090243,-0.006446746,0.001683044,-49.7661
55,-1530.782,1960.655,-26187.97,-35.19371,46.90116,-394.3435,0.1179932,-0.6588547,0.06704999,0.7399272,-0.08984926,-0.005808444,0.00177742,-49.68703
55.2,-1537.82,1970.035,-26266.63,-35.18936,46.89603,-392.2848,0.1119838,-0.6594689,0.06047294,0.7408801,-0.08938715,-0.005113375,0.001920989,-49.60837
55.4,-1544.858,1979.414,-26344.88,-35.18546,46.89132,-390.2261,0.1059812,-0.6600766,0.05394623,0.7417254,-0.08887218,-0.004388079,0.002107353,-49.53011
55.6,-1551.894,1988.792,-26422.72,-35.18187,46.88696,-388.1681,0.09998627,-0.6606795,0.04747616,0.7424631,-0.08832099,-0.003653046,0.002329788,-49.45228
55.8,-1558.93,1998.169,-26500.15,-35.1785,46.88287,-386.1117,0.09399958,-0.6612784,0.04106717,0.7430939,-0.08775047,-0.002923968,0.002581508,-49.37485
56,-1565.966,2007.545,-26577.17,-35.17522,46.87898,-384.0575,0.088021,-0.6618733,0.0347218,0.7436198,-0.0871771,-0.002213368,0.002855723,-49.29783
56.2,-1573.001,2016.92,-26653.77,-35.17196,46.87521,-382.0061,0.0820499,-0.6624637,0.0284409,0.7440435,-0.08661638,-0.001531695,0.003145602,-49.22123
56.4,-1580.035,2026.295,-26729.97,-35.16862,46.8715,-379.9579,0.07608514,-0.6630483,0.02222363,0.7443683,-0.08608239,-0.0008883392,0.003444128,-49.14503
56.6,-1587.068,2035.669,-26805.76,-35.16513,46.86778,-377.9135,0.0701252,-0.6636253,0.01606768,0.7445977,-0.08558752,-0.0002928413,0.003743702,-49.06925
56.8,-1594.101,2045.042,-26881.13,-35.16138,46.86399,-375.8731,0.06416835,-0.6641921,0.00996929,0.7447361,-0.08514214,0.0002452239,0.004036305,-48.99387
57,-1601.133,2054.414,-26956.11,-35.1573,46.86007,-373.837,0.05821276,-0.6647452,0.003923449,0.7447883,-0.0847545,0.0007156217,0.004313205,-48.91889
57.2,-1608.164,2063.786,-27030.67,-35.15278,46.85596,-371.8053,0.05225675,-0.6652805,-0.002076011,0.7447596,-0.08443065,0.001107027,0.004564682,-48.84434
57.4,-1615.194,2073.157,-27104.83,-35.14775,46.85163,-369.7783,0.0462989,-0.6657925,-0.008036285,0.7446558,-0.08417436,0.001407696,0.004780285,-48.77018
57.6,-1622.223,2082.527,-27178.58,-35.14211,46.847,-367.7557,0.04033839,-0.6662749,-0.01396547,0.7444834,-0.08398692,0.001606048,0.004947298,-48.69642
57.8,-1629.25,2091.896,-27251.93,-35.13582,46.84202,-365.7377,0.03437521,-0.6667204,-0.01987262,0.7442495,-0.08386977,0.001691439,0.005051517,-48.62307
58,-1636.277,2101.263,-27324.88,-35.12877,46.83665,-363.7238,0.02840965,-0.6671204,-0.02576806,0.7439619,-0.08383232,0.001654184,0.005081665,-48.55013
58.2,-1643.302,2110.63,-27397.42,-35.12059,46.83064,-361.7104,0.02244375,-0.6674659,-0.03166112,0.7436283,-0.08381538,0.001494528,0.005034628,-48.47758
58.4,-1650.325,2119.996,-27469.56,-35.11126,46.82397,-359.6962,0.01648408,-0.6677482,-0.0375553,0.7432564,-0.0837629,0.001234271,0.004917881,-48.40543
58.6,-1657.346,2129.36,-27541.3,-35.10094,46.81676,-357.6816,0.01053757,-0.6679605,-0.04345227,0.7428524,-0.08368338,0.0008959597,0.004739891,-48.3337
58.8,-1664.365,2138.722,-27612.63,-35.0898,46.8091,-355.6667,0.00460994,-0.6680974,-0.04935359,0.7424209,-0.08358447,0.0004995316,0.00450916,-48.26237
59,-1671.382,2148.083,-27683.56,-35.07797,46.80111,-353.6519,-0.001294188,-0.6681551,-0.05526074,0.7419658,-0.083473,6.227617e-05,0.004234007,-48.19144
59.2,-1678.396,2157.443,-27754.09,-35.06561,46.79286,-351.6373,-0.007171212,-0.6681311,-0.06117508,0.7414897,-0.0833564,-0.0004010764,0.003921639,-48.1209
59.4,-1685.408,2166.801,-27824.22,-35.05299,46.78411,-349.623,-0.01301946,-0.6680241,-0.06710073,0.7409938,-0.08331127,-0.0008613961,0.003552396,-48.05079
59.6,-1692.418,2176.156,-27893.94,-35.0403,46.77477,-347.6093,-0.01884111,-0.6678345,-0.07304886,0.7404768,-0.08338358,-0.001299775,0.003124288,-47.98105
59.8,-1699.424,2185.51,-27963.26,-35.02764,46.765,-345.596,-0.02463962,-0.6675634,-0.07903071,0.7399366,-0.08356405,-0.001709512,0.002651228,-47.91173
